Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
681bf12c2a26b0319feaeb83,67ddb06bc7175d8f155fe2bf,AWAITING REVIEW,Not Applicable,2025-05-07T23:48:00Z,2025-05-07T23:53:59Z,NA,2025-05-07T23:54:00Z,360,2B73928C,682,48,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681bf146114dfc70b046a13a,67312771712151bbee75c7e2,AWAITING REVIEW,Not Applicable,2025-05-07T23:48:48Z,2025-05-07T23:54:09Z,NA,2025-05-07T23:54:10Z,321,2B73928C,338,31,Male,Asian,India,United States,DATA_EXPIRED,English,No,Full-Time
681bf15ca2631abf2c57abb9,67d75f1ff8a898b755874144,AWAITING REVIEW,Not Applicable,2025-05-07T23:48:51Z,2025-05-07T23:52:53Z,NA,2025-05-07T23:52:54Z,243,2B73928C,655,34,Female,White,United States,United States,United States,English,No,Full-Time
681bf178c9944e898010add1,67e976a6e06398ceb7d16dd4,AWAITING REVIEW,Not Applicable,2025-05-07T23:49:12Z,2025-05-07T23:52:21Z,NA,2025-05-07T23:52:22Z,189,2B73928C,803,44,Male,Black,United States,United States,United States,English,No,Full-Time
681bf17df797aaa77bbd16e4,67e42560410a61123e726006,AWAITING REVIEW,Not Applicable,2025-05-07T23:49:16Z,2025-05-07T23:53:46Z,NA,2025-05-07T23:53:47Z,270,2B73928C,232,19,Male,Black,South Africa,United States,United States,English,No,DATA_EXPIRED
681bf1a67386ab53998249eb,5efd22056ec55516587f32a6,AWAITING REVIEW,Not Applicable,2025-05-07T23:49:58Z,2025-05-07T23:56:02Z,NA,2025-05-07T23:56:02Z,364,2B73928C,4823,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
681bf1acd6331a5bdc2020af,62a0b34cbcc5987a8fa73c39,AWAITING REVIEW,Not Applicable,2025-05-07T23:50:04Z,2025-05-07T23:55:05Z,NA,2025-05-07T23:55:06Z,302,2B73928C,5707,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
681bf203819263a76e3bc04b,677406a14c6e104dba32e029,AWAITING REVIEW,Not Applicable,2025-05-07T23:51:31Z,2025-05-08T00:04:00Z,NA,2025-05-08T00:04:01Z,750,2B73928C,296,36,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
681bf203e4dd60c9285532bb,5d8a64630ffb9c001746ca2c,AWAITING REVIEW,Not Applicable,2025-05-07T23:51:31Z,2025-05-07T23:58:40Z,NA,2025-05-07T23:58:41Z,429,2B73928C,12429,65,Male,Asian,United States,United States,United States,English,No,Full-Time
681bf20ae267bd17b5a48b4e,67f2f986d7ff7b3e48ea927d,AWAITING REVIEW,Not Applicable,2025-05-07T23:51:44Z,2025-05-08T00:06:12Z,NA,2025-05-08T00:06:13Z,869,2B73928C,181,48,Female,Mixed,United States,United States,United States,English,Yes,Part-Time
681bf21b3e09f52d9e11a092,67e971fe972a4be474579d18,AWAITING REVIEW,Not Applicable,2025-05-07T23:52:00Z,2025-05-08T00:03:20Z,NA,2025-05-08T00:03:23Z,680,2B73928C,435,41,Female,Black,United States,United States,United States,English,No,Part-Time
681bf23ab865d8dc9888c491,5c747b0f181ad300113363ed,AWAITING REVIEW,Not Applicable,2025-05-07T23:52:29Z,2025-05-07T23:55:15Z,NA,2025-05-07T23:55:16Z,166,2B73928C,6557,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681bf25148972df60dd154cd,66b78f42263a85bcf10a18b6,AWAITING REVIEW,Not Applicable,2025-05-07T23:52:54Z,2025-05-07T23:59:20Z,NA,2025-05-07T23:59:20Z,386,2B73928C,120,35,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681bf25c198d460e242399d3,595d3afcdd044900012ce78a,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:06Z,2025-05-07T23:55:09Z,NA,2025-05-07T23:55:09Z,123,2B73928C,3994,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
681bf25f580972b5ddf978c8,67227b6a95c02df067984f28,AWAITING REVIEW,Not Applicable,2025-05-07T23:57:24Z,2025-05-07T23:59:04Z,NA,2025-05-07T23:59:05Z,101,2B73928C,950,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681bf26b5430d3e62b0e35ba,5f04d20be5bc397b4e93df7a,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:25Z,2025-05-07T23:57:06Z,NA,2025-05-07T23:57:06Z,222,2B73928C,1671,53,Female,White,United States,United States,United States,English,No,Full-Time
681bf2705404f5f41cfbca0e,6778aa34a81ab2f07e0d4c25,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:23Z,2025-05-07T23:55:41Z,NA,2025-05-07T23:55:41Z,138,2B73928C,243,45,Male,White,United States,United States,United States,English,No,Full-Time
681bf27155784aa881ed102e,67389f3912380b4b3cd0b7d7,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:29Z,2025-05-07T23:58:42Z,NA,2025-05-07T23:58:42Z,314,2B73928C,1265,72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
681bf2762401acb4e7203c0b,67d3429b4fd895a6f9d81f2c,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:26Z,2025-05-07T23:57:26Z,NA,2025-05-07T23:57:26Z,240,2B73928C,262,23,Female,Black,United States,United States,United States,English,No,Part-Time
681bf28cc42e7def0056e589,6547eba1d8a02576605bcfb2,AWAITING REVIEW,Not Applicable,2025-05-07T23:53:57Z,2025-05-07T23:56:57Z,NA,2025-05-07T23:56:57Z,180,2B73928C,1223,47,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681bf29c84981cbd58540a6f,67a796cd3ddc2ecc4a26fa35,AWAITING REVIEW,Not Applicable,2025-05-07T23:54:08Z,2025-05-07T23:56:14Z,NA,2025-05-07T23:56:15Z,126,2B73928C,390,36,Female,White,United States,United States,United States,English,No,Full-Time
681bf2a5e78cbecfb659445b,5c4f0e755d386b00016e772b,AWAITING REVIEW,Not Applicable,2025-05-07T23:54:18Z,2025-05-07T23:58:29Z,NA,2025-05-07T23:58:30Z,251,2B73928C,684,32,Female,White,United States,United States,United States,English,No,Full-Time
681bf2acf278f3409806ad2a,6788016149f55de703ae6057,AWAITING REVIEW,Not Applicable,2025-05-07T23:54:27Z,2025-05-07T23:57:17Z,NA,2025-05-07T23:57:17Z,171,2B73928C,793,56,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
681bf2e2f2021aa627d59b21,67b9d2f7a49052c6e25c6a7f,AWAITING REVIEW,Not Applicable,2025-05-07T23:55:26Z,2025-05-07T23:57:59Z,NA,2025-05-07T23:57:59Z,153,2B73928C,991,55,Female,Black,United States,United States,United States,English,No,Full-Time
681bf2e414e2903f54575f3e,67f2deca27b8cc9a90484c43,AWAITING REVIEW,Not Applicable,2025-05-07T23:55:28Z,2025-05-07T23:59:40Z,NA,2025-05-07T23:59:41Z,253,2B73928C,220,38,Male,Black,United States,United States,United States,English,Yes,Full-Time
681bf30dd64700ea57693087,5ceef5a66441f4000139711f,AWAITING REVIEW,Not Applicable,2025-05-07T23:56:04Z,2025-05-07T23:59:50Z,NA,2025-05-07T23:59:50Z,226,2B73928C,2171,57,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
681bf316a2de18f940b96fc4,6413c7853eba2b2215197ff4,AWAITING REVIEW,Not Applicable,2025-05-07T23:56:17Z,2025-05-07T23:59:07Z,NA,2025-05-07T23:59:07Z,170,2B73928C,2718,70,Female,White,United States,United States,United States,English,DATA_EXPIRED,Other
